country,year,month,Access to an ITN,ACT Given - Total,Anti-Malarial treatment,Anti-Malarial treatment among children under 5 yrs,Children <5 yrs who received LLIN,Children age 6�59 months tested positive for Malaria  accordi,Children under age 5 had a fever in the 2 weeks before the surv,Children under age 5 with a fever received ACT,Children with a fever had blood taken for testing,Closing Balance - Rapid Diagnostic Test (RDT),IPTp1 Coverage (institutional),IPTp2 Coverage (institutional),IPTp3 Coverage (institutional),IPTp>=4 Coverage (institutional),LLIN given – Total,MAL - Malaria cases confirmed (number),MAL - Malaria cases tested with microscopy,MAL - Malaria cases tested with RDT,MAL - Malaria deaths inpatient(Under 5),MAL - Malaria inpatient admissions,MAL - Non-malaria deaths inpatient,MAL - Non-malaria outpatient cases,MAL - Total reported malaria cases (confirmed + presumed),Number of malaria cases treated with artemisinin-based combinat,Number of malaria positive cases by microscopy,Number of malaria positive cases by rapid diagnostic test (RDT),Number of suspected malaria cases,Persons with Severe Malaria given recommended pre-referral trea,Persons with Severe Malaria treated with Artesunate injection,Persons with Severe Malaria treated with other pre referral tre,Severe Malaria cases seen,Severe Malaria Treatment,Treatment with Artemisinin-based Combination Therapy (ACT) amon,n_facilities,Children under 5 sleeping under insecticide-treated nets (ITNs),Children under 5 yr who slept under an ITN,[CONFIG] MAL - Reporting completeness - DTH (%),[CONFIG] MAL - Reporting completeness - IPD (%),% Confirmed Malaria (RDT or Microscopy),% Confirmed uncomplicated Malaria,Estimated malaria cases in 2021,Estimated malaria cases in 2022,Estimated malaria cases in 2023,Fever Testing Rate,Households using an improved sanitation facility,Households using Improved Water as Source of drinking water ,Households with at least one ITN,Literacy among women,Malaria diagnostic usage (Percentage of children under age 5 wi,Malaria prevalence according  to RDT  among children,MAL - Case fatality rate (malaria admissions),MAL - % of all-admissions/all outpatients,MAL - % of all-deaths/all admissions,MAL - % of malaria tested cases by RDT,MAL - % of suspected malaria cases tested,MAL - Percentage of malaria deaths,MAL - Percentage of malaria IPD,MAL - Percentage of malaria OPD cases,MAL - Slide positivity rate (microscopy),MAL - Test positivity rate (RDT),% of all Antenatal care clients receiving malaria IPT,% of Antenatal 1st Visits receiving IPT1,% of Antenatal 1st Visits receiving LLIN,% of Antimalaria with mobile authentication service,% of clinically diagnosed malaria given ACT,% of confirmed uncomplicated malaria given ACT,% of confirmed uncomplicated malaria given other antimalaria,% of Fever cases tested positive with Microscopy,% of Fever cases tested positive with RDT,% of Fever cases Tested with Microscopy,% of Fever cases Tested with RDT,% of Malaria cases clinically diagnosed,% of Persons Clinically diagnosed with Malaria treated with ACT,% of suspected malaria receiving parasitological test,% of Under 5 deaths attributable to Malaria,Ownership of at least one mosquito net,Ownership of insecticide-treated nets,Percentage of children age 6-59 months classified as having ana,Percentage of children who received ACT,Percentage of households owning at least one ITN,Percentage of households with at least one mosquito net,Percentage of malaria cases confirmed with laboratory diagnosti,Percentage of women age 15�49 who say there are ways to avoid,Percentage of women who took any IPT (SP/Fansidar),% Percentage who have seen or heard a malaria message in the pa,Percentage who received 2 or more doses,Percentage who received 3 or more doses of SP,Percentage who received one or more doses of SP/Fansidar,Percentage who received only 1 dose of SP,Percentage who received three or more doses of SP/Fansidar,Percentage who received two or more doses of SP/Fansidar,Percentage who state there are ways to avoid getting malaria,Percentage with a fever & tested for malaria,Persons with access to an insecticide treated mosquito net (ITN,Pregnant women attending antenatal care� at least once and re,Pregnant women sleeping under insecticide-treated nets (ITNs),Pregnant women who slept under an ITN,Reporting completeness - OPD (%),Sources of ITNs-MDC ,Test Positivity Rate(TPR) (Microscopy),Test Positivity Rate(TPR) (RDT),% U5 fever to OPD attendance,Under 5 mortality rate(Facility),% Under 5 receiving LLIN,Use of clean fuels and technologies for cooking,Use of ITNs,Use of ITNs by children under age 5,Use of ITNs by pregnant women,Vector Control — LLINs,temperature_mean_c,temperature_max_c,temperature_min_c,humidity_pct,rainfall_mm_day,wind_speed_ms,solar_kwh_m2_day
Nigeria,2025,1,0.0,2385588.0,0.0,0.0,150576.0,0.0,0.0,0.0,0.0,0.0,1894676.95,1498029.56,923362.8200000001,590038.4,412243.0,2351888.0,303848.0,3125322.0,447.0,32943.0,10337.0,2696472.0,3563837.0,0.0,0.0,0.0,0.0,31075.61,113642.95999999999,15557.85,32943.0,0.0,0.0,48469,,,-1.0,-1.0,73.33283732707056,71.48225258066844,,,,71.28984205224148,,,,,,,14.256020408163264,,,,98.47870323568148,44.232327044025155,,82.3715888764673,83.8164968895801,70.46437998549673,86.18549837284984,,108.75231691758103,,103.05880018894663,100.57448750599785,55.48223674655048,83.8164968895801,70.46291989466854,66.61986856928276,97.37139049695512,62.108826157595445,103.05880018894663,98.47870323568148,78.03006134969326,,,,,,,99.81413016543983,,,,,,,,,,,,,,,,0.0,,35.33103064066852,28.07320170674942,,355.97564053537286,105.07077237354086,,,,,,25.610689978563773,35.65937547848721,15.91026699586587,50.95560882713214,0.04295341448476497,2.1521049609554432,19.80230496861124
Nigeria,2025,2,0.0,2412652.0,0.0,0.0,164143.0,0.0,0.0,0.0,0.0,0.0,1945456.56,1645916.2,983517.7999999999,625321.53,452707.0,2399913.0,306825.0,3176016.0,427.0,32402.0,8748.0,2680414.0,3645875.0,0.0,0.0,0.0,0.0,28135.7,89386.1,16295.230000000001,32402.0,0.0,0.0,48467,,,-1.0,-1.0,71.4308635939541,69.98378695620278,,,,70.28771481874382,,,,,,,22.48214953271028,,,,98.8165738665124,57.08342245989305,,75.74187193692734,84.85467867376177,68.9742521631644,85.58802792403159,,108.0606101025071,,101.4522055007784,100.76362989725641,188971.6974062739,84.85467867376177,68.97181498648126,64.20929024583663,97.72339969604863,60.969323076923075,101.4522055007784,98.8165738665124,80.1746961325967,,,,,,,99.96360207484254,,,,,,,,,,,,,,,,0.0,,34.43008403361345,27.51077125363058,,216.20473477406682,110.70731720930232,,,,,,27.520994487827284,37.13620808451998,18.638514584290306,50.8662119124177,0.6792830347573113,2.1421007502679528,19.436276029704484
Nigeria,2025,3,0.0,2479350.0,0.0,0.0,147334.0,0.0,0.0,0.0,0.0,0.0,1850092.15,1612989.6600000001,1075845.83,649963.71,367017.0,2475153.0,284203.0,3284434.0,476.0,34842.0,11874.0,2362136.0,3732220.0,0.0,0.0,0.0,0.0,29351.4,78699.2,13373.380000000001,34842.0,0.0,0.0,48467,,,-1.0,-1.0,71.01008903467667,69.46578949390923,,,,69.71167961127902,,,,,,,14.227904761904762,,,,98.40502083649038,47.102910052910055,,80.28660052959385,82.97284498207885,68.56844314751459,86.79244412929728,,111.38478365045808,,108.9615254237288,101.83085002365559,64.87514184397163,82.96217547000896,68.56390301810865,64.70108808290155,96.95787006611505,63.8436373220875,108.95590338770388,98.40502083649038,79.17291005291005,,,,,,,101.46187133367002,,,,,,,,,,,,,,,,0.0,,34.235526793823794,27.054436001143934,,1319.2960156249999,128.39265785938198,,,,,,29.59397603736028,38.4241417853315,21.838587505741845,53.532868243760525,1.407843745215128,2.3374370310825294,20.78316567141326
Nigeria,2025,4,0.0,2752532.0,0.0,0.0,129882.0,0.0,0.0,0.0,0.0,0.0,1940975.31,1551465.62,1057186.1199999999,636685.43,375119.0,2817705.0,322554.0,3712536.0,482.0,57941.0,11701.0,2659277.0,4165723.0,0.0,0.0,0.0,0.0,28393.07,95506.48,10715.970000000001,57941.0,0.0,0.0,48467,,,-1.0,-1.0,71.7554461756374,70.08789371235493,,,,71.26337373663395,,,,,,,18.268333333333334,,,,98.67698955537826,37.02788888888889,,76.48401665713469,83.3309149762624,69.21299215927435,88.85006344283096,,104.89685310887863,,110.93439784301978,101.23871392062539,53.560813771518,83.41508561643836,69.21138949713803,64.33297775947281,97.14030548510429,62.53104198280222,110.95611510791367,98.67698955537826,71.90977900552487,,,,,,,101.10585043336543,,,,,,,,,,,,,,,,0.0,,35.881967713787084,27.580880218493952,,309.7785686653772,101.1641187947106,,,,,,29.784109822385545,38.53053207778288,23.032252526412492,58.90746344357679,2.3976734037666514,2.0475097611391826,20.241065303935077
Nigeria,2025,5,0.0,2696843.0,0.0,0.0,121054.0,0.0,0.0,0.0,0.0,0.0,1913391.12,1588731.32,1077261.84,660330.67,312961.0,2756118.0,428655.0,3526993.0,590.0,90539.0,9418.0,2614077.0,4131855.0,0.0,0.0,0.0,0.0,32759.129999999997,94323.89,13332.69,90700.0,0.0,0.0,48466,,,-1.0,-1.0,73.43352080268568,71.81445960008921,,,,71.34457109981071,,,,,,,21.153636363636366,2.99,,48.43,98.45526710816777,48.86426966292135,,81.03422520886306,85.69114734299517,70.5774924766483,87.6076624357099,88.89,104.53393758668516,,101.43987638256343,101.06117205366672,56.464610492845786,85.69114734299517,70.5774924766483,65.05597974289054,96.93023861925171,61.10977509599561,101.33345207253886,98.45526710816777,75.3988524590164,,,,,,,103.73620063072534,,,,,,,,,,,,,,,,0.0,,36.17957429390094,28.046881507581457,71.43,190.5786372745491,100.2901190733925,,,,,,29.274760656114225,37.15230750090914,23.10189867360805,65.47063352919784,2.6892428273393687,1.8734507244435088,19.33625356479798
Nigeria,2025,6,0.0,3445426.0,0.0,0.0,164177.0,0.0,0.0,0.0,0.0,0.0,2255094.98,1637211.44,1108459.5,637547.1,457001.0,3508321.0,399442.0,4724976.0,387.0,96749.0,9697.0,3129900.0,5262215.0,0.0,0.0,0.0,0.0,28700.41,101778.19,15149.32,96895.0,0.0,0.0,48466,,,-1.0,-1.0,76.20830919650078,74.01257397310069,,,,71.95791636363636,,,,,,,15.272018348623854,6.02,,46.346666666666664,107.32703204411924,43.0829375,,100.74591628999538,84.96275157232705,73.07645099613782,92.30321847098215,63.52333333333333,126.81396565389696,,102.22867507886436,101.26828798566788,51.226365092073664,84.96275157232705,73.07645099613782,64.91276676829268,106.34854855195913,60.71392478813559,102.18138731952293,107.32703204411924,75.46735849056604,,,,,,,102.04533129984199,,,,,,,,,,,,,,,,0.0,,36.378479904496615,28.7831674593048,81.56333333333333,532.3334205231389,142.0802616516762,,,,,,27.44723486515972,34.47182115719563,22.73642946006469,76.31170593526902,6.139769364748216,1.729244167129213,17.791354527532683
Nigeria,2025,7,0.0,3332348.0,0.0,0.0,121565.0,0.0,0.0,0.0,0.0,0.0,103364174.32,1762612.18,1146208.21,673996.88,330003.0,3359278.0,358582.0,4260418.0,507.0,46466.0,9740.0,3048590.0,4789324.0,0.0,0.0,0.0,0.0,44064.36,104770.48,25158.06,47156.0,0.0,0.0,48466,,,-1.0,-1.0,74.78332753434091,73.77023969903262,,,,71.87828636053567,,,,,,,11.97780701754386,6.265000000000001,,65.82,98.75589841247242,52.09239795918368,,79.33054659781502,82.9086799693016,72.98826606368947,1832.8393377544019,66.925,114.97585061020439,100.0,98.77456753554502,101.31943304654754,46.74298461538462,82.91523590333716,72.98826606368947,65.91501116902457,97.1616771974427,61.60310583580613,98.76524305555556,98.75985114490224,73.99654450261781,,,,,,,101.81715990885087,,,,,,,,,,,,,,,,0.0,,35.35289166017147,29.402125909281335,130.8475,210.49778225806452,105.65186358381503,,,,,,25.484184546481135,31.572271517981893,21.35967538806056,83.16706853982046,6.881080827607327,1.9062841885658508,14.863168028786342
Nigeria,2025,8,0.0,3416717.0,0.0,0.0,119970.0,0.0,0.0,0.0,0.0,0.0,1940468.48,1700780.66,1188379.64,722589.93,416901.0,3411209.0,378797.0,4267573.0,684.0,57302.0,12484.0,3132592.0,4896193.0,0.0,0.0,0.0,0.0,91954.75,110892.24,17578.42,57302.0,0.0,0.0,48466,,,-1.0,-1.0,76.39973526437446,74.90094032355987,,,,72.14034623217923,,,,,,,14.546183206106871,,,,99.12673992414307,49.332565217391306,,79.45856782864344,85.59393927598288,74.15954081249531,86.71517224118315,77.725,128.63116529543754,,117.97264194669756,101.39869622331692,67.2944452717796,85.58781189273222,74.15954081249531,64.17262603461249,97.77536569940476,62.393252544837615,117.92072790294627,99.13271502039369,79.36448430493273,,,,,,,101.41107701174266,,,,,,,,,,,,,,,,0.0,,36.0228243670886,29.86338924518994,,237.6608741258741,114.90254446288832,,,,,,24.991787662449518,30.96481271651961,21.053921947671636,84.45376672344824,5.140392367025858,1.7748911899247806,14.704883916779911
Nigeria,2025,9,0.0,3324146.0,0.0,0.0,208615.0,0.0,0.0,0.0,0.0,0.0,2019226.23,1674977.25,1217227.73,765867.71,390957.0,3301789.0,453363.0,4100390.0,725.0,58666.0,10971.0,3126304.0,4743796.0,0.0,0.0,0.0,0.0,48315.880000000005,114302.02,18167.23,58658.0,0.0,0.0,48466,,,-1.0,-1.0,75.55853023832987,73.87930281257898,,,,71.75894448449891,,,,,,,23.7463309352518,14.24,1.18,11.45,98.02691759736541,54.94201754385965,,79.91306391839903,85.28604182804028,72.9936605682553,85.88370069022261,63.95,106.48407401902497,,114.97868680999419,101.02045556909219,57.89251846381093,85.28604182804028,72.9936605682553,65.62585666293393,96.66096491228069,61.34340761374188,115.03411491584446,98.02934310239557,81.17995614035087,,,,,,,100.80779360338046,,,,,,,,,,,,,,,,0.0,,35.77140508806262,29.391003613161132,8.55,188.88959390862945,125.5153392815215,,,,,,25.595893352728385,31.807347024709554,21.21041820583,83.55510881007523,5.996164373074052,1.3925080865887036,16.340729994066646
Nigeria,2025,10,0.0,3212339.0,0.0,0.0,151305.0,0.0,0.0,0.0,0.0,0.0,2058565.63,1633155.8,1163176.88,744132.14,332416.0,3252042.0,402994.0,4201240.0,718.0,58383.0,10304.0,3347017.0,4731164.0,0.0,0.0,0.0,0.0,37092.97,110965.7,14216.03,58383.0,0.0,0.0,48467,,,-1.0,-1.0,74.18181771520752,72.9375582657788,,,,71.43880467421585,,,,,,,15.454765625,,,50.0,99.4201940737552,46.12281553398058,,80.85743558890148,83.25910292350821,72.18736920095749,85.91552358296353,,105.63259115593485,,106.53945118059988,100.92837513469327,56.94344936708861,83.25910292350821,72.18736920095749,67.60237819025522,97.71403436865458,63.2786471479051,106.53945118059988,99.6434910809128,78.07747663551403,,,,,,,101.81085303899711,,,,,,,,,,,,,,,,0.0,,35.251420500403555,29.00446448486713,,507.19007155635063,169.50478939157568,,,,,,25.993037436839685,33.20839879038432,20.021933662532536,76.37647986525799,3.9891477185729594,1.3029566681978257,18.354722860205175
Nigeria,2025,11,0.0,2553888.0,0.0,0.0,81263.0,0.0,0.0,0.0,0.0,0.0,1858093.98,1548188.99,1211090.85,703903.55,225463.0,2581021.0,367371.0,3292999.0,433.0,51026.0,14203.0,2604643.0,3778450.0,0.0,0.0,0.0,0.0,35027.47,103358.08,11866.04,51026.0,0.0,0.0,48467,,,-1.0,-1.0,73.74408722146764,72.21843248723611,,,,71.7334925059735,,,,,,,13.35894736842105,,,74.49,98.3191733936067,39.54726708074534,,76.44476803394625,84.35721912350597,71.84165147412182,85.99951081241714,313.89,108.08487732489117,,104.45854300385109,103.45271484664396,52.121877104377106,84.35721912350597,71.84165147412182,65.65112600536193,96.98072482360487,62.85034769071095,104.46140655105974,98.35837797127007,75.65406060606061,,,,,,,101.49593491773308,,,,,,,,,,,,,,,,0.0,,35.988016260162595,28.979772455089822,34.78,1817.5301356589143,105.16456992777414,,,,,,26.413581189710612,34.956355649977034,18.892489281886387,62.07541322155872,1.5695902235492267,1.545522890828357,19.529440361353544
Nigeria,2025,12,0.0,2554252.0,0.0,0.0,110435.0,0.0,0.0,0.0,0.0,0.0,2058039.81,1695413.66,1230050.5999999999,818766.43,292981.0,2569054.0,303274.0,3352636.0,480.0,47651.0,7434.0,2454500.0,3780621.0,0.0,0.0,0.0,0.0,31548.48,98074.59,11105.43,47651.0,0.0,0.0,48467,,,-1.0,-1.0,73.13842626464177,72.21044540020411,,,,71.95473163995784,,,,,,,10.30381443298969,,,50.0,99.26486269280669,40.49948717948718,,75.16482103621802,84.17052825552825,70.90636443729412,88.47899392888118,100.0,105.39976090669151,,103.4124934383202,101.41689396763852,52.2994196804037,84.17052825552825,70.90636443729412,65.30995645288995,97.98743412347359,75.21720021413275,103.4124934383202,100.03368860788078,75.09123376623376,,,,,,,101.26787800750496,,,,,,,,,,,,,,,,0.0,,35.92774801172038,28.798041833210448,119.05,461.1478616352201,95.25608201581028,,,,,,26.72518756698821,35.36637880875823,18.958954409738173,56.88003559944878,0.5502557035676007,1.6823579849946408,
Nigeria,2026,1,0.0,2221230.0,0.0,0.0,98499.0,0.0,0.0,0.0,0.0,0.0,1888852.97,1598379.5899999999,1118796.72,740341.5399999999,240483.0,2212112.0,299923.0,2977167.0,409.0,35878.0,8572.0,2616645.0,3407410.0,0.0,0.0,0.0,0.0,29039.27,92430.04,19569.39,35878.0,0.0,0.0,48466,,,-1.0,-1.0,71.34163529856387,70.29696203949086,,,,72.09075466775985,,,,,,,14.892549019607843,7.276666666666666,1.0,49.0,98.66877969483134,47.623176470588234,4.0,73.96901726331092,82.8065656996587,69.44441311423977,85.82458364243324,51.56,105.0171813129559,,106.78336266499056,101.48719138994217,70.23969162995596,82.8065656996587,69.44441311423977,67.20590741499386,97.31882877296333,66.40612806403202,106.78336266499056,98.66877969483134,76.07581818181818,,,,,,,101.55610301043667,,,,,,,,,,,,,,,,0.0,,35.923559912854024,28.489378147927823,58.29,537.3811264822135,111.44079273565869,,,,,,,,,,,,
Nigeria,2026,2,0.0,2261858.0,0.0,0.0,126658.0,0.0,0.0,0.0,0.0,0.0,1940653.4,1689417.03,1147097.55,751947.37,311597.0,2250264.0,320335.0,3022916.0,379.0,35407.0,11377.0,2613861.0,3468558.0,0.0,0.0,0.0,0.0,35015.08,98714.81,12399.42,35407.0,0.0,0.0,48466,,,-1.0,-1.0,70.99031695661913,69.64755604638322,,,,71.23780124908156,,,,,,,19.790208333333336,,,100.0,98.76009610484164,167.8762987012987,,74.66334538037644,83.38221138211382,68.60495840266223,85.61142251981416,,107.0214099627827,,113.86575167376749,100.81883338352658,53.4295983935743,83.38221138211382,68.60495840266223,66.67122400941547,97.2914885000382,67.2064468503937,113.84090133982949,98.75996068008882,72.68789115646258,,,,,,,101.36443718201063,,,,,,,,,,,,,,,,0.0,,34.97470078415188,28.028906795278985,34.69,361.630556621881,104.83720102323598,,,,,,,,,,,,
Nigeria,2026,3,0.0,2212308.0,0.0,0.0,112711.0,0.0,0.0,0.0,0.0,0.0,1930674.67,1679320.6,1216223.75,803791.05,262335.0,2381389.0,318089.0,2928053.0,413.0,32425.0,8616.0,1521805.0,4500446.0,0.0,0.0,0.0,0.0,32045.09,92710.97,8300.74,32425.0,0.0,0.0,48466,,,-1.0,-1.0,75.63823605117723,73.55087256584346,,,,70.96987073943006,,,,,,,16.411444444444445,,,,99.34750847707504,42.3331884057971,,228.43421934639574,81.50375160599572,72.9294140716919,85.17218924275245,,106.17617865612648,,104.93764150943397,101.07328958913517,47.77218095238095,81.49582690659813,72.93096717260853,66.84714404317144,98.04224087252476,69.61743146603098,104.90290882778582,99.34748442740776,75.20544217687075,,,,,,,106.63100902255638,,,,,,,,,,,,,,,,0.0,,34.73489102005231,27.695935884177867,,225.65469957081544,97.4598531535869,,,,,,,,,,,,
Nigeria,2026,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48466,,,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
Nigeria,2026,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48466,,,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
Nigeria,2026,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48466,,,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
Nigeria,2026,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48465,,,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
Nigeria,2026,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48465,,,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
Nigeria,2026,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48465,,,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
Nigeria,2026,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48464,,,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
Nigeria,2026,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48464,,,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
Nigeria,2026,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48464,,,-1.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,
