state_ocha,lga_ocha,adm2_pcode,area_sqkm,center_lat,center_lon,elevation
Abia,Aba North,NG001001,18.68539623,5.10828476,7.34210126,55.0
Abia,Aba South,NG001002,43.29821492,5.08425145,7.34909169,53.0
Borno,Abadam,NG008001,3916.25182832,13.39477626,13.27446584,294.0
Federal Capital Territory,Abaji,NG015001,831.96001657,8.83960899,6.81854106,106.0
Akwa Ibom,Abak,NG003001,178.16627267,5.00440454,7.79893988,61.0
Ebonyi,Abakaliki,NG011001,463.37249077,6.25661359,8.24423529,51.0
Ogun,Abeokuta North,NG028001,768.45355298,7.24344819,3.17280773,157.0
Ogun,Abeokuta South,NG028002,56.30327854,7.15640586,3.36711725,88.0
Cross River,Abi,NG009001,267.93306602,5.88298543,8.02916214,16.0
Imo,Aboh-Mbaise,NG017001,176.202664,5.41889337,7.25912039,113.0
Rivers,Abua/Odual,NG033001,716.08233529,4.84693957,6.56003275,29.0
Federal Capital Territory,Abuja Municipal,NG015002,1722.75199671,8.88218392,7.41810324,380.0
Kogi,Adavi,NG023001,713.36348885,7.6844146,6.4667002,115.0
Benue,Ado,NG007001,1187.06260047,6.78012596,8.06136278,71.0
Ogun,Ado-Odo/Ota,NG028003,854.08711711,6.62967965,3.0799022,19.0
Ekiti,Ado Ekiti,NG013001,361.10623616,7.62738608,5.2517695,404.0
Oyo,Afijio,NG031001,331.14854671,7.74917117,3.85701186,267.0
Ebonyi,Afikpo North,NG011002,239.1334902,5.85840155,7.92297533,18.0
Ebonyi,Afikpo South,NG011003,377.04913815,5.82745909,7.78391415,66.0
Niger,Agaie,NG027001,1919.95910988,8.93361622,6.43043197,132.0
Benue,Agatu,NG007002,1047.66594818,7.87597626,7.8951085,85.0
Lagos,Agege,NG025001,11.47768808,6.62601125,3.31509549,47.0
Anambra,Aguata,NG004001,173.49768821,5.98251691,7.09285487,238.0
Niger,Agwara,NG027002,1471.63704529,10.73332971,4.53867261,202.0
Imo,Ahiazu-Mbaise,NG017002,113.89882677,5.56319953,7.26362692,156.0
Rivers,Ahoada East,NG033002,318.15296592,5.05207354,6.64173202,17.0
Rivers,Ahoada West,NG033003,440.40993381,5.04685692,6.51515872,15.0
Osun,Aiyedade,NG030001,762.43886155,7.32926948,4.33974947,202.0
Osun,Aiyedire,NG030002,302.89474821,7.5706946,4.23221708,244.0
Ekiti,Aiyekire (Gbonyin),NG013002,434.51310569,7.60170527,5.51244205,395.0
Kogi,Ajaokuta,NG023002,1380.92119183,7.50297395,6.56938771,182.0
Lagos,Ajeromi-Ifelodun,NG025002,12.75628005,6.45589452,3.33682909,4.0
Kano,Ajingi,NG020001,714.36733338,11.99154505,9.07502572,418.0
Cross River,Akamkpa,NG009002,5028.47402601,5.38760969,8.52822975,139.0
Oyo,Akinyele,NG031002,596.67756633,7.56853196,3.89041824,241.0
Gombe,Akko,NG016001,2452.52869117,10.10500047,10.99442964,418.0
Edo,Akoko-Edo,NG012001,1341.57313518,7.3523936,6.12523522,358.0
Ondo,Akoko North East,NG029001,343.96615395,7.5633144,5.93160311,319.0
Ondo,Akoko North West,NG029002,569.18933388,7.63414892,5.80536367,450.0
Ondo,Akoko South East,NG029003,222.03861316,7.42249084,5.90506058,412.0
Ondo,Akoko South West,NG029004,489.8055689,7.40265112,5.70589753,362.0
Cross River,Akpabuyo,NG009003,793.44744868,4.90119648,8.48230229,21.0
Rivers,Akuku Toru,NG033004,1246.89062222,4.53746798,6.70521904,0.0
Ondo,Akure North,NG029005,675.8079972,7.25627399,5.32168649,335.0
Ondo,Akure South,NG029006,308.06386522,7.2116343,5.17930833,355.0
Nasarawa,Akwanga,NG026001,935.7726518,9.0282062,8.34413178,488.0
Kano,Albasu,NG020002,444.12486853,11.62668995,9.02940029,426.0
Kebbi,Aleiro,NG022001,334.93879479,12.3198819,4.45684613,265.0
Lagos,Alimosho,NG025003,183.55972283,6.58434303,3.26019246,25.0
Bauchi,Alkaleri,NG005001,6015.07628538,9.89624995,10.44514975,376.0
Lagos,Amuwo-Odofin,NG025004,138.75667109,6.4460624,3.27479161,6.0
Anambra,Anambra East,NG004002,258.82737297,6.3134418,6.90045975,147.0
Anambra,Anambra West,NG004003,953.64598908,6.49256952,6.77657859,27.0
Anambra,Anaocha,NG004004,100.75667347,6.09114999,7.02616485,198.0
Rivers,Andoni,NG033005,251.19059117,4.51008224,7.4071609,4.0
Enugu,Aninri,NG014001,369.55473429,6.06792594,7.59710863,59.0
Delta,Aniocha North,NG010001,404.46681951,6.36799399,6.47028053,280.0
Delta,Aniocha South,NG010002,870.4803051,6.14492469,6.4739027,186.0
Zamfara,Anka,NG037001,2548.70604501,11.985259,5.98625189,399.0
Kogi,Ankpa,NG023003,1281.44048084,7.4964375,7.62737565,426.0
Benue,Apa,NG007003,927.2803983,7.63220916,7.90533345,138.0
Lagos,Apapa,NG025005,20.06657372,6.44839858,3.36684353,4.0
Taraba,Ardo-Kola,NG035001,2258.27806352,8.84709878,11.13251965,173.0
Kebbi,Arewa-Dandi,NG022002,4021.72574255,12.68517545,4.01616739,250.0
Kebbi,Argungu,NG022003,1097.09006229,12.70736023,4.48360093,215.0
Abia,Arochukwu,NG001003,521.34940847,5.51851531,7.86940454,114.0
Kwara,Asa,NG024001,1335.82091529,8.46913297,4.38153025,320.0
Rivers,Asari-Toru,NG033006,115.01940087,4.75515188,6.82812045,0.0
Borno,Askira/Uba,NG008002,2499.53612164,10.63665327,12.84627077,453.0
Osun,Atakumosa East,NG030003,463.95014576,7.41027699,4.75236666,252.0
Osun,Atakumosa West,NG030004,371.55696446,7.5709572,4.64244742,479.0
Oyo,Atiba,NG031003,1810.22447767,8.22743172,3.86733246,311.0
Oyo,Atigbo,NG031004,2884.68181663,8.40590333,3.24728814,350.0
Kebbi,Augie,NG022004,1139.88402816,12.9416964,4.5535747,267.0
Jigawa,Auyo,NG018001,424.06241667,12.33805241,9.91935706,363.0
Nasarawa,Awe,NG026002,2641.14157117,8.21345859,9.16527979,155.0
Enugu,Awgu,NG014002,441.58805605,6.17313265,7.45124783,288.0
Anambra,Awka North,NG004005,345.40147309,6.33975053,7.06049307,32.0
Anambra,Awka South,NG004006,173.42762836,6.19303161,7.09343808,59.0
Anambra,Ayamelum,NG004007,590.32288353,6.53462303,6.97479742,36.0
Jigawa,Babura,NG018002,1001.97422091,12.6128072,8.8383107,396.0
Lagos,Badagry,NG025006,452.45813033,6.44341303,2.96956619,5.0
Yobe,Bade,NG036001,833.60875373,12.78435332,10.67716815,346.0
Kebbi,Bagudo,NG022005,5084.17592651,11.31468053,3.85336387,185.0
Kano,Bagwai,NG020003,422.71216881,12.09819036,8.12494443,535.0
Cross River,Bakassi,NG009005,4.19757528,4.80714392,8.5623645,-43.0
Katsina,Bakori,NG021001,753.81208852,11.64566972,7.42889986,636.0
Zamfara,Bakura,NG037002,1501.64652054,12.55534979,5.86627528,349.0
Gombe,Balanga,NG016002,1604.07844845,9.81612358,11.71643559,656.0
Taraba,Bali,NG035002,9133.64374035,8.09062575,10.95226196,181.0
Borno,Bama,NG008003,5017.65311567,11.54127516,14.15376471,304.0
Plateau,Barikin Ladi,NG032001,996.77364064,9.57405827,8.97100379,1250.0
Kwara,Baruten,NG024002,9677.77010858,9.37993607,3.48075208,378.0
Kogi,Bassa,NG023004,1935.03604254,7.74679918,6.96106946,190.0
Plateau,Bassa,NG032002,1647.5713531,10.06383525,8.80861133,1148.0
Katsina,Batagarawa,NG021002,523.92434972,12.87906428,7.5305573,533.0
Katsina,Batsari,NG021003,1178.51137262,12.82686234,7.25837204,451.0
Bauchi,Bauchi,NG005002,3653.84984517,10.24457946,9.95555991,531.0
Katsina,Baure,NG021004,789.56382531,12.79355527,8.78158752,396.0
Borno,Bayo,NG008004,946.85578936,10.44724674,11.70467597,305.0
Kano,Bebeji,NG020004,724.64000994,11.5255099,8.32778333,511.0
Cross River,Bekwara,NG009006,314.7980289,6.70509558,8.89397306,98.0
Abia,Bende,NG001004,618.80693405,5.6371593,7.56901872,167.0
Cross River,Biase,NG009007,1292.67409171,5.54736806,8.05202662,72.0
Kano,Bichi,NG020005,687.79023381,12.28820362,8.30100099,504.0
Niger,Bida,NG027003,52.10637694,9.09942463,6.01565672,138.0
Gombe,Billiri,NG016003,761.56812765,9.84244729,11.12729801,382.0
Katsina,Bindawa,NG021005,497.37758099,12.70927628,7.87762204,507.0
Sokoto,Binji,NG034001,828.1789621,13.18353188,4.79468145,254.0
Jigawa,Biriniwa,NG018003,1592.799118,12.82497496,10.09204274,354.0
Jigawa,Birni Kudu,NG018004,1403.58124053,11.49040509,9.46174257,445.0
Kaduna,Birnin-Gwari,NG019001,6529.22970351,10.88233441,6.65432123,561.0
Kebbi,Birnin Kebbi,NG022006,1072.12046686,12.49876902,4.29059884,245.0
Zamfara,Birnin Magaji,NG037003,1239.957662,12.45427328,6.86857104,472.0
Borno,Biu,NG008005,3282.29751951,10.80412308,12.12250666,670.0
Sokoto,Bodinga,NG034002,637.81752326,12.79945513,5.17944646,305.0
Bauchi,Bogoro,NG005003,890.4831585,9.62523492,9.62769522,687.0
Cross River,Boki,NG009008,2885.63328924,6.270648,9.04285908,145.0
Plateau,Bokkos,NG032003,1721.49071495,9.22994134,8.8895093,1319.0
Osun,Boluwaduro,NG030005,148.93490314,7.94626505,4.81057622,567.0
Delta,Bomadi,NG010003,128.71230952,5.22552988,5.80972951,21.0
Rivers,Bonny,NG033007,551.54524838,4.51006675,7.19993058,0.0
Niger,Borgu,NG027004,11255.5444346,10.24135646,4.08349306,239.0
Osun,Boripe,NG030006,144.25426325,7.86220208,4.67029729,374.0
Niger,Bosso,NG027005,1519.70633458,9.59785356,6.34521685,226.0
Bayelsa,Brass,NG006001,943.50332519,4.41716504,6.10600524,0.0
Jigawa,Buji,NG018005,568.76829096,11.54765184,9.71537264,413.0
Zamfara,Bukkuyum,NG037004,3296.08348095,11.95119433,5.57416138,332.0
Zamfara,Bungudu,NG037005,2031.39664262,12.03378299,6.4712743,451.0
Kano,Bunkure,NG020006,441.52868698,11.67249003,8.55344839,488.0
Kebbi,Bunza,NG022007,1103.61190605,12.19341369,3.93750452,222.0
Yobe,Bursari,NG036002,3816.70213428,12.69552181,11.4493189,338.0
Benue,Buruku,NG007004,1172.69011481,7.38595209,9.27203709,95.0
Delta,Burutu,NG010004,1933.58568809,5.23413901,5.57100696,6.0
Federal Capital Territory,Bwari,NG015003,1045.92464361,9.23254564,7.47000086,689.0
Cross River,Calabar-Municipal,NG009010,137.53871649,5.01924848,8.3468452,41.0
Cross River,Calabar South,NG009009,188.61762963,4.87796402,8.31193439,14.0
Niger,Chanchaga,NG027006,63.18088169,9.61980436,6.54511127,248.0
Katsina,Charanchi,NG021006,488.75283573,12.5545654,7.67739509,539.0
Borno,Chibok,NG008006,1519.50322987,10.85561848,12.82267256,459.0
Kaduna,Chikun,NG019002,4482.17508055,10.4112452,7.30374467,586.0
Kano,Dala,NG020007,13.4096035,12.02695033,8.49352231,481.0
Yobe,Damaturu,NG036003,2343.70251948,11.82132984,12.01902809,378.0
Bauchi,Damban,NG005004,1098.22209136,11.62944511,10.76196963,422.0
Kano,Dambatta,NG020008,789.99892011,12.42522017,8.64198254,415.0
Borno,Damboa,NG008007,5823.80543317,11.13675964,12.73952517,406.0
Katsina,Dan Musa,NG021007,807.48834831,12.21635492,7.35165675,490.0
Kebbi,Dandi,NG022008,1942.74876255,11.86128335,3.80083781,235.0
Katsina,Dandume,NG021008,479.13007287,11.41431676,7.2064138,691.0
Sokoto,Dange-Shuni,NG034003,1133.80517755,12.83257302,5.42437762,318.0
Katsina,Danja,NG021009,482.57958272,11.41048538,7.59617107,671.0
Bauchi,Darazo,NG005005,3052.47232235,11.10838902,10.50959996,502.0
Bauchi,Dass,NG005006,688.43463513,10.00854863,9.4747717,717.0
Katsina,Daura,NG021010,191.54646578,12.96031495,8.26512929,482.0
Kano,Dawakin Kudu,NG020009,384.47068265,11.79472975,8.70835413,439.0
Kano,Dawakin Tofa,NG020010,437.37030112,12.14687639,8.38219181,499.0
Rivers,Degema,NG033008,986.59806295,4.59591653,6.94341863,7.0
Kogi,Dekina,NG023005,2407.07735304,7.59631583,7.14030454,403.0
Adamawa,Demsa,NG002001,1567.94031018,9.42100058,12.06157633,199.0
Borno,Dikwa,NG008008,1890.87164009,11.9347496,14.08375686,295.0
Kano,Doguwa,NG020011,1489.2835828,10.88955974,8.66953147,665.0
Nasarawa,Doma,NG026003,2487.99197199,8.15641363,8.31503549,305.0
Taraba,Donga,NG035003,3041.17806273,7.66501978,10.10074339,145.0
Gombe,Dukku,NG016004,3692.63237852,10.78727651,10.82155631,495.0
Anambra,Dunukofia,NG004008,53.36724152,6.27902291,6.98013845,77.0
Jigawa,Dutse,NG018006,1029.20955208,11.80509344,9.25824063,409.0
Katsina,Dutsi,NG021011,325.44541607,12.91625348,8.15731183,483.0
Katsina,Dutsin-Ma,NG021012,647.3818987,12.41525172,7.52492722,508.0
Akwa Ibom,Eastern Obolo,NG003002,122.93438546,4.51471019,7.69642569,13.0
Ebonyi,Ebonyi,NG011004,506.10857768,6.55761667,8.11195547,76.0
Niger,Edati,NG027007,911.3737312,9.04689177,5.63848734,255.0
Osun,Ede North,NG030007,101.79389579,7.73170096,4.46655452,306.0
Osun,Ede South,NG030008,215.04647769,7.65920759,4.46369174,312.0
Kwara,Edu,NG024003,2534.69660355,8.84539155,5.21207915,156.0
Ekiti,Efon,NG013003,230.21856142,7.68120443,4.9308306,464.0
Ogun,Egbado North,NG028004,1856.80938578,7.112758,2.9337099,47.0
Ogun,Egbado South,NG028005,728.7377844,6.7673095,2.95455083,76.0
Oyo,Egbeda,NG031005,258.45436204,7.41118323,4.04376956,208.0
Osun,Egbedore,NG030009,268.68258584,7.78310097,4.43573154,298.0
Edo,Egor,NG012002,76.11445039,6.35716867,5.58687476,92.0
Imo,Ehime-Mbano,NG017003,174.29396159,5.68844822,7.29638876,144.0
Osun,Ejigbo,NG030010,363.36050185,7.81092931,4.30989238,319.0
Bayelsa,Ekeremor,NG006002,1815.49232015,4.94131089,5.71546452,7.0
Akwa Ibom,Eket,NG003003,166.20595768,4.63581374,7.95717976,18.0
Kwara,Ekiti,NG024004,475.31998421,8.1070251,5.32431206,367.0
Ekiti,Ekiti East,NG013004,314.46100676,7.72480132,5.66415816,458.0
Ekiti,Ekiti South West,NG013005,336.02361391,7.52346372,5.03335794,397.0
Ekiti,Ekiti West,NG013006,374.17224119,7.71941876,5.044572,452.0
Anambra,Ekwusigo,NG004009,121.91754251,5.99359416,6.83870369,56.0
Rivers,Eleme,NG033009,136.5952792,4.78498511,7.14886228,18.0
Rivers,Emohua,NG033010,833.00098329,5.03159903,6.76356862,25.0
Ekiti,Emure,NG013007,249.94826652,7.4155004,5.50871235,340.0
Enugu,Enugu East,NG014003,391.99965995,6.55859892,7.55743018,180.0
Enugu,Enugu North,NG014004,93.31866435,6.44107845,7.53832064,176.0
Enugu,Enugu South,NG014005,75.29271164,6.39271307,7.51624563,170.0
Lagos,Epe,NG025007,1180.83783565,6.52699232,4.05813678,14.0
Edo,Esan Central,NG012003,263.96423636,6.70470558,6.20792577,405.0
Edo,Esan North East,NG012004,342.03617993,6.78044941,6.42212401,132.0
Edo,Esan South East,NG012005,1305.48175301,6.57680695,6.48608383,203.0
